n,kappa,law,gamma,strength,replication,method,estimate
1000,4,gaussian,1.5,3.111469939577902,184,BGN11,3.487319376055461
1000,4,gaussian,1.5,3.111469939577902,185,Algorithm 1,2.915830240143255
1000,4,gaussian,1.5,3.111469939577902,185,BGS25,3.364578137715471
1000,4,gaussian,1.5,3.111469939577902,185,BGN11,3.184508313582737
1000,4,gaussian,1.5,3.111469939577902,186,Algorithm 1,3.0611851056418
1000,4,gaussian,1.5,3.111469939577902,186,BGS25,3.483488052362806
1000,4,gaussian,1.5,3.111469939577902,186,BGN11,3.3226238821021292
1000,4,gaussian,1.5,3.111469939577902,187,Algorithm 1,3.0863803905847536
1000,4,gaussian,1.5,3.111469939577902,187,BGS25,3.506589290639531
1000,4,gaussian,1.5,3.111469939577902,187,BGN11,3.3330726162026068
1000,4,gaussian,1.5,3.111469939577902,188,Algorithm 1,3.325887634233614
1000,4,gaussian,1.5,3.111469939577902,188,BGS25,3.6540972082106906
1000,4,gaussian,1.5,3.111469939577902,188,BGN11,3.5033938519518437
1000,4,gaussian,1.5,3.111469939577902,189,Algorithm 1,3.0658659693507264
1000,4,gaussian,1.5,3.111469939577902,189,BGS25,3.4081318732439136
1000,4,gaussian,1.5,3.111469939577902,189,BGN11,3.2351967055572652
1000,4,gaussian,1.5,3.111469939577902,190,Algorithm 1,3.060806997070998
1000,4,gaussian,1.5,3.111469939577902,190,BGS25,3.469596819161497
1000,4,gaussian,1.5,3.111469939577902,190,BGN11,3.297201674226568
1000,4,gaussian,1.5,3.111469939577902,191,Algorithm 1,3.1930147683854986
1000,4,gaussian,1.5,3.111469939577902,191,BGS25,3.4843899184667144
1000,4,gaussian,1.5,3.111469939577902,191,BGN11,3.3166526852564697
1000,4,gaussian,1.5,3.111469939577902,192,Algorithm 1,3.146259111824581
1000,4,gaussian,1.5,3.111469939577902,192,BGS25,3.5258352708586482
1000,4,gaussian,1.5,3.111469939577902,192,BGN11,3.3626258301750744
1000,4,gaussian,1.5,3.111469939577902,193,Algorithm 1,3.1081960754268136
1000,4,gaussian,1.5,3.111469939577902,193,BGS25,3.4238023436734224
1000,4,gaussian,1.5,3.111469939577902,193,BGN11,3.2469070538106095
1000,4,gaussian,1.5,3.111469939577902,194,Algorithm 1,3.202856786377543
1000,4,gaussian,1.5,3.111469939577902,194,BGS25,3.501435339626476
1000,4,gaussian,1.5,3.111469939577902,194,BGN11,3.335977228711699
1000,4,gaussian,1.5,3.111469939577902,195,Algorithm 1,2.985357345932261
1000,4,gaussian,1.5,3.111469939577902,195,BGS25,3.4267252772727446
1000,4,gaussian,1.5,3.111469939577902,195,BGN11,3.253068101821382
1000,4,gaussian,1.5,3.111469939577902,196,Algorithm 1,3.1022399235987286
1000,4,gaussian,1.5,3.111469939577902,196,BGS25,3.4970007867282944
1000,4,gaussian,1.5,3.111469939577902,196,BGN11,3.3330792819627857
1000,4,gaussian,1.5,3.111469939577902,197,Algorithm 1,3.1021132704522407
1000,4,gaussian,1.5,3.111469939577902,197,BGS25,3.553968485181997
1000,4,gaussian,1.5,3.111469939577902,197,BGN11,3.3931222872146662
1000,4,gaussian,1.5,3.111469939577902,198,Algorithm 1,3.037693639613502
1000,4,gaussian,1.5,3.111469939577902,198,BGS25,3.4004604554937146
1000,4,gaussian,1.5,3.111469939577902,198,BGN11,3.22643817325354
1000,4,gaussian,1.5,3.111469939577902,199,Algorithm 1,3.043474781920096
1000,4,gaussian,1.5,3.111469939577902,199,BGS25,3.442112959780935
1000,4,gaussian,1.5,3.111469939577902,199,BGN11,3.276938067326563
1000,4,gaussian,1.5,3.111469939577902,200,Algorithm 1,3.261197502440476
1000,4,gaussian,1.5,3.111469939577902,200,BGS25,3.506609866631627
1000,4,gaussian,1.5,3.111469939577902,200,BGN11,3.34045733839895
1000,4,gaussian,1.5,3.111469939577902,201,Algorithm 1,3.203818044796113
1000,4,gaussian,1.5,3.111469939577902,201,BGS25,3.503645288510404
1000,4,gaussian,1.5,3.111469939577902,201,BGN11,3.3427604458131284
1000,4,gaussian,1.5,3.111469939577902,202,Algorithm 1,2.9065863403538503
1000,4,gaussian,1.5,3.111469939577902,202,BGS25,3.3767243150306365
1000,4,gaussian,1.5,3.111469939577902,202,BGN11,3.1966152412731685
1000,4,gaussian,1.5,3.111469939577902,203,Algorithm 1,3.1353844730021616
1000,4,gaussian,1.5,3.111469939577902,203,BGS25,3.4997092919048116
1000,4,gaussian,1.5,3.111469939577902,203,BGN11,3.3388049560147857
1000,4,gaussian,1.5,3.111469939577902,204,Algorithm 1,3.0762785029943034
1000,4,gaussian,1.5,3.111469939577902,204,BGS25,3.5021836930770505
1000,4,gaussian,1.5,3.111469939577902,204,BGN11,3.3365338916945606
1000,4,gaussian,1.5,3.111469939577902,205,Algorithm 1,3.0722665638197952
1000,4,gaussian,1.5,3.111469939577902,205,BGS25,3.37591730204736
1000,4,gaussian,1.5,3.111469939577902,205,BGN11,3.205301103379358
1000,4,gaussian,1.5,3.111469939577902,206,Algorithm 1,2.8438296547083266
1000,4,gaussian,1.5,3.111469939577902,206,BGS25,3.306969496167497
1000,4,gaussian,1.5,3.111469939577902,206,BGN11,3.122464794990142
1000,4,gaussian,1.5,3.111469939577902,207,Algorithm 1,2.8168808595461963
1000,4,gaussian,1.5,3.111469939577902,207,BGS25,3.3675807921174785
1000,4,gaussian,1.5,3.111469939577902,207,BGN11,3.1945221740730503
1000,4,gaussian,1.5,3.111469939577902,208,Algorithm 1,3.213765787606505
1000,4,gaussian,1.5,3.111469939577902,208,BGS25,3.5391275279905674
1000,4,gaussian,1.5,3.111469939577902,208,BGN11,3.379936813714991
1000,4,gaussian,1.5,3.111469939577902,209,Algorithm 1,3.1743968554156496
1000,4,gaussian,1.5,3.111469939577902,209,BGS25,3.540319765661858
1000,4,gaussian,1.5,3.111469939577902,209,BGN11,3.380631327108532
1000,4,gaussian,1.5,3.111469939577902,210,Algorithm 1,3.0181178414747967
1000,4,gaussian,1.5,3.111469939577902,210,BGS25,3.382014437677628
1000,4,gaussian,1.5,3.111469939577902,210,BGN11,3.201356975042894
1000,4,gaussian,1.5,3.111469939577902,211,Algorithm 1,3.2484317949136505
1000,4,gaussian,1.5,3.111469939577902,211,BGS25,3.5232784414659957
1000,4,gaussian,1.5,3.111469939577902,211,BGN11,3.3568030830758215
1000,4,gaussian,1.5,3.111469939577902,212,Algorithm 1,3.182419394507288
1000,4,gaussian,1.5,3.111469939577902,212,BGS25,3.4975626784399916
1000,4,gaussian,1.5,3.111469939577902,212,BGN11,3.3303563187375365
1000,4,gaussian,1.5,3.111469939577902,213,Algorithm 1,3.1675998062038455
1000,4,gaussian,1.5,3.111469939577902,213,BGS25,3.5445176882114486
1000,4,gaussian,1.5,3.111469939577902,213,BGN11,3.3879440937579735
1000,4,gaussian,1.5,3.111469939577902,214,Algorithm 1,3.288862623163455
1000,4,gaussian,1.5,3.111469939577902,214,BGS25,3.6717687515168724
1000,4,gaussian,1.5,3.111469939577902,214,BGN11,3.5217732114844718
1000,4,gaussian,1.5,3.111469939577902,215,Algorithm 1,3.0845281093123496
1000,4,gaussian,1.5,3.111469939577902,215,BGS25,3.4787067711663004
1000,4,gaussian,1.5,3.111469939577902,215,BGN11,3.3163706207758983
1000,4,gaussian,1.5,3.111469939577902,216,Algorithm 1,3.314242498294449
1000,4,gaussian,1.5,3.111469939577902,216,BGS25,3.5537315669954337
1000,4,gaussian,1.5,3.111469939577902,216,BGN11,3.392625930633556
1000,4,gaussian,1.5,3.111469939577902,217,Algorithm 1,3.1732285141930587
1000,4,gaussian,1.5,3.111469939577902,217,BGS25,3.3944808802626376
1000,4,gaussian,1.5,3.111469939577902,217,BGN11,3.216950534895442
1000,4,gaussian,1.5,3.111469939577902,218,Algorithm 1,3.323468431726194
1000,4,gaussian,1.5,3.111469939577902,218,BGS25,3.6557459629274014
1000,4,gaussian,1.5,3.111469939577902,218,BGN11,3.504340290593656
1000,4,gaussian,1.5,3.111469939577902,219,Algorithm 1,3.072728274067897
1000,4,gaussian,1.5,3.111469939577902,219,BGS25,3.488152317857013
1000,4,gaussian,1.5,3.111469939577902,219,BGN11,3.3185624902525412
1000,4,gaussian,1.5,3.111469939577902,220,Algorithm 1,3.1263360373547306
1000,4,gaussian,1.5,3.111469939577902,220,BGS25,3.4223948758808787
1000,4,gaussian,1.5,3.111469939577902,220,BGN11,3.248466295224544
1000,4,gaussian,1.5,3.111469939577902,221,Algorithm 1,3.115068258824432
1000,4,gaussian,1.5,3.111469939577902,221,BGS25,3.390258450067824
1000,4,gaussian,1.5,3.111469939577902,221,BGN11,3.212762515252414
1000,4,gaussian,1.5,3.111469939577902,222,Algorithm 1,2.9482207613245244
1000,4,gaussian,1.5,3.111469939577902,222,BGS25,3.3602125923704644
1000,4,gaussian,1.5,3.111469939577902,222,BGN11,3.177821976274823
1000,4,gaussian,1.5,3.111469939577902,223,Algorithm 1,3.171683338217662
1000,4,gaussian,1.5,3.111469939577902,223,BGS25,3.5515127932791666
1000,4,gaussian,1.5,3.111469939577902,223,BGN11,3.398340810098749
1000,4,gaussian,1.5,3.111469939577902,224,Algorithm 1,2.9971073791791802
1000,4,gaussian,1.5,3.111469939577902,224,BGS25,3.4819558086150573
1000,4,gaussian,1.5,3.111469939577902,224,BGN11,3.314815236940232
1000,4,gaussian,1.5,3.111469939577902,225,Algorithm 1,2.8527887151458833
1000,4,gaussian,1.5,3.111469939577902,225,BGS25,3.3980557693979625
1000,4,gaussian,1.5,3.111469939577902,225,BGN11,3.226730058403793
1000,4,gaussian,1.5,3.111469939577902,226,Algorithm 1,3.049646619284151
1000,4,gaussian,1.5,3.111469939577902,226,BGS25,3.4320979403806966
1000,4,gaussian,1.5,3.111469939577902,226,BGN11,3.255301511579623
1000,4,gaussian,1.5,3.111469939577902,227,Algorithm 1,3.183494149531886
1000,4,gaussian,1.5,3.111469939577902,227,BGS25,3.5401232245889167
1000,4,gaussian,1.5,3.111469939577902,227,BGN11,3.3746526746000858
1000,4,gaussian,1.5,3.111469939577902,228,Algorithm 1,3.084418408139865
1000,4,gaussian,1.5,3.111469939577902,228,BGS25,3.452169573001739
1000,4,gaussian,1.5,3.111469939577902,228,BGN11,3.285072969394248
1000,4,gaussian,1.5,3.111469939577902,229,Algorithm 1,3.1897273285580194
1000,4,gaussian,1.5,3.111469939577902,229,BGS25,3.467063008991416
1000,4,gaussian,1.5,3.111469939577902,229,BGN11,3.2973742356774944
1000,4,gaussian,1.5,3.111469939577902,230,Algorithm 1,3.214657009786763
1000,4,gaussian,1.5,3.111469939577902,230,BGS25,3.4745518245633216
1000,4,gaussian,1.5,3.111469939577902,230,BGN11,3.2993689982658387
1000,4,gaussian,1.5,3.111469939577902,231,Algorithm 1,3.09021811379061
1000,4,gaussian,1.5,3.111469939577902,231,BGS25,3.4153787689582833
1000,4,gaussian,1.5,3.111469939577902,231,BGN11,3.2370478666784064
1000,4,gaussian,1.5,3.111469939577902,232,Algorithm 1,3.0985511591488915
1000,4,gaussian,1.5,3.111469939577902,232,BGS25,3.3886187600646265
1000,4,gaussian,1.5,3.111469939577902,232,BGN11,3.2123707884944475
1000,4,gaussian,1.5,3.111469939577902,233,Algorithm 1,3.0033427685342127
1000,4,gaussian,1.5,3.111469939577902,233,BGS25,3.4713445016571125
1000,4,gaussian,1.5,3.111469939577902,233,BGN11,3.3095608522607542
1000,4,gaussian,1.5,3.111469939577902,234,Algorithm 1,3.0850946574209144
1000,4,gaussian,1.5,3.111469939577902,234,BGS25,3.466959726014692
1000,4,gaussian,1.5,3.111469939577902,234,BGN11,3.297366692636625
1000,4,gaussian,1.5,3.111469939577902,235,Algorithm 1,3.0314151420880764
1000,4,gaussian,1.5,3.111469939577902,235,BGS25,3.4127161033465225
1000,4,gaussian,1.5,3.111469939577902,235,BGN11,3.2358510284627298
1000,4,gaussian,1.5,3.111469939577902,236,Algorithm 1,3.15948851260948
1000,4,gaussian,1.5,3.111469939577902,236,BGS25,3.555361355956099
1000,4,gaussian,1.5,3.111469939577902,236,BGN11,3.3979307318061465
1000,4,gaussian,1.5,3.111469939577902,237,Algorithm 1,3.1655747750115295
1000,4,gaussian,1.5,3.111469939577902,237,BGS25,3.5594381940747066
1000,4,gaussian,1.5,3.111469939577902,237,BGN11,3.3987512053382396
1000,4,gaussian,1.5,3.111469939577902,238,Algorithm 1,3.137944005387662
1000,4,gaussian,1.5,3.111469939577902,238,BGS25,3.432967355749448
1000,4,gaussian,1.5,3.111469939577902,238,BGN11,3.2562870737440583
1000,4,gaussian,1.5,3.111469939577902,239,Algorithm 1,3.1426474628206726
1000,4,gaussian,1.5,3.111469939577902,239,BGS25,3.4949013246144567
1000,4,gaussian,1.5,3.111469939577902,239,BGN11,3.3265926771287453
1000,4,gaussian,1.5,3.111469939577902,240,Algorithm 1,3.3566065475842435
1000,4,gaussian,1.5,3.111469939577902,240,BGS25,3.7088630971223484
1000,4,gaussian,1.5,3.111469939577902,240,BGN11,3.5637894148385834
1000,4,gaussian,1.5,3.111469939577902,241,Algorithm 1,3.0516113005704844
1000,4,gaussian,1.5,3.111469939577902,241,BGS25,3.4347266873034643
1000,4,gaussian,1.5,3.111469939577902,241,BGN11,3.2612509210540583
1000,4,gaussian,1.5,3.111469939577902,242,Algorithm 1,3.3185942904259242
1000,4,gaussian,1.5,3.111469939577902,242,BGS25,3.6582613479437716
1000,4,gaussian,1.5,3.111469939577902,242,BGN11,3.5045425232316187
1000,4,gaussian,1.5,3.111469939577902,243,Algorithm 1,3.0025356887347967
1000,4,gaussian,1.5,3.111469939577902,243,BGS25,3.3729440472541667
1000,4,gaussian,1.5,3.111469939577902,243,BGN11,3.1943618551921555
1000,4,gaussian,1.5,3.111469939577902,244,Algorithm 1,2.960445576921904
1000,4,gaussian,1.5,3.111469939577902,244,BGS25,3.3243491641950316
1000,4,gaussian,1.5,3.111469939577902,244,BGN11,3.1479210563111804
1000,4,gaussian,1.5,3.111469939577902,245,Algorithm 1,3.248905130205106
1000,4,gaussian,1.5,3.111469939577902,245,BGS25,3.5334944537657043
1000,4,gaussian,1.5,3.111469939577902,245,BGN11,3.3747349552993553
1000,4,gaussian,1.5,3.111469939577902,246,Algorithm 1,3.085070249707233
1000,4,gaussian,1.5,3.111469939577902,246,BGS25,3.471606118089465
1000,4,gaussian,1.5,3.111469939577902,246,BGN11,3.3052954192662862
1000,4,gaussian,1.5,3.111469939577902,247,Algorithm 1,3.1297725206459703
1000,4,gaussian,1.5,3.111469939577902,247,BGS25,3.566759087307555
1000,4,gaussian,1.5,3.111469939577902,247,BGN11,3.4108784511388888
1000,4,gaussian,1.5,3.111469939577902,248,Algorithm 1,3.0551402442046487
1000,4,gaussian,1.5,3.111469939577902,248,BGS25,3.480520715661612
1000,4,gaussian,1.5,3.111469939577902,248,BGN11,3.31292558945534
1000,4,gaussian,1.5,3.111469939577902,249,Algorithm 1,3.094698483409947
1000,4,gaussian,1.5,3.111469939577902,249,BGS25,3.479782328914904
1000,4,gaussian,1.5,3.111469939577902,249,BGN11,3.3105339256327753
1000,4,gaussian,1.5,3.111469939577902,250,Algorithm 1,3.230385282230986
1000,4,gaussian,1.5,3.111469939577902,250,BGS25,3.518381788360716
1000,4,gaussian,1.5,3.111469939577902,250,BGN11,3.3609496497211087
1000,4,gaussian,1.5,3.111469939577902,251,Algorithm 1,2.9660564511574417
1000,4,gaussian,1.5,3.111469939577902,251,BGS25,3.3805261080240294
1000,4,gaussian,1.5,3.111469939577902,251,BGN11,3.201784766839259
1000,4,gaussian,1.5,3.111469939577902,252,Algorithm 1,3.2274317400470864
1000,4,gaussian,1.5,3.111469939577902,252,BGS25,3.5636745654333843
1000,4,gaussian,1.5,3.111469939577902,252,BGN11,3.4044851045990554
1000,4,gaussian,1.5,3.111469939577902,253,Algorithm 1,2.9961327391876083
1000,4,gaussian,1.5,3.111469939577902,253,BGS25,3.3978674507325906
1000,4,gaussian,1.5,3.111469939577902,253,BGN11,3.22846964881414
1000,4,gaussian,1.5,3.111469939577902,254,Algorithm 1,3.0059119409242543
1000,4,gaussian,1.5,3.111469939577902,254,BGS25,3.475694090651546
1000,4,gaussian,1.5,3.111469939577902,254,BGN11,3.3080719953619586
1000,4,gaussian,1.5,3.111469939577902,255,Algorithm 1,3.037071045082542
1000,4,gaussian,1.5,3.111469939577902,255,BGS25,3.4445724817264507
1000,4,gaussian,1.5,3.111469939577902,255,BGN11,3.2767182344800085
1000,4,gaussian,1.5,3.111469939577902,256,Algorithm 1,2.9195879751959457
1000,4,gaussian,1.5,3.111469939577902,256,BGS25,3.360050729626483
1000,4,gaussian,1.5,3.111469939577902,256,BGN11,3.176500081438746
1000,4,gaussian,1.5,3.111469939577902,257,Algorithm 1,3.118172067169045
1000,4,gaussian,1.5,3.111469939577902,257,BGS25,3.4515489945844666
1000,4,gaussian,1.5,3.111469939577902,257,BGN11,3.2840004432071224
1000,4,gaussian,1.5,3.111469939577902,258,Algorithm 1,2.933055678134652
1000,4,gaussian,1.5,3.111469939577902,258,BGS25,3.3977273961852132
1000,4,gaussian,1.5,3.111469939577902,258,BGN11,3.220997458087943
1000,4,gaussian,1.5,3.111469939577902,259,Algorithm 1,3.1195155527952023
1000,4,gaussian,1.5,3.111469939577902,259,BGS25,3.4572245187443977
1000,4,gaussian,1.5,3.111469939577902,259,BGN11,3.2839152141550794
1000,4,gaussian,1.5,3.111469939577902,260,Algorithm 1,3.141137218195223
1000,4,gaussian,1.5,3.111469939577902,260,BGS25,3.482148456420793
1000,4,gaussian,1.5,3.111469939577902,260,BGN11,3.3202238346579063
1000,4,gaussian,1.5,3.111469939577902,261,Algorithm 1,2.8702482098083406
1000,4,gaussian,1.5,3.111469939577902,261,BGS25,3.3369479525211543
1000,4,gaussian,1.5,3.111469939577902,261,BGN11,3.157248345695772
1000,4,gaussian,1.5,3.111469939577902,262,Algorithm 1,3.1725924015029925
1000,4,gaussian,1.5,3.111469939577902,262,BGS25,3.572254268677974
1000,4,gaussian,1.5,3.111469939577902,262,BGN11,3.4103597869174487
1000,4,gaussian,1.5,3.111469939577902,263,Algorithm 1,3.175570542723892
1000,4,gaussian,1.5,3.111469939577902,263,BGS25,3.5357957003939475
1000,4,gaussian,1.5,3.111469939577902,263,BGN11,3.373036414490995
1000,4,gaussian,1.5,3.111469939577902,264,Algorithm 1,3.1253600773522874
1000,4,gaussian,1.5,3.111469939577902,264,BGS25,3.472987929511655
1000,4,gaussian,1.5,3.111469939577902,264,BGN11,3.3080584389296224
1000,4,gaussian,1.5,3.111469939577902,265,Algorithm 1,2.908814890524141
1000,4,gaussian,1.5,3.111469939577902,265,BGS25,3.4511211012899357
1000,4,gaussian,1.5,3.111469939577902,265,BGN11,3.279214577379518
1000,4,gaussian,1.5,3.111469939577902,266,Algorithm 1,3.1742303839752535
1000,4,gaussian,1.5,3.111469939577902,266,BGS25,3.490640611458265
1000,4,gaussian,1.5,3.111469939577902,266,BGN11,3.3363702029352322
1000,4,gaussian,1.5,3.111469939577902,267,Algorithm 1,3.219533438220902
1000,4,gaussian,1.5,3.111469939577902,267,BGS25,3.466100496738825
1000,4,gaussian,1.5,3.111469939577902,267,BGN11,3.301129604602636
1000,4,gaussian,1.5,3.111469939577902,268,Algorithm 1,2.9779662865258247
1000,4,gaussian,1.5,3.111469939577902,268,BGS25,3.45348621918488
1000,4,gaussian,1.5,3.111469939577902,268,BGN11,3.287436011924003
1000,4,gaussian,1.5,3.111469939577902,269,Algorithm 1,2.968908344536817
1000,4,gaussian,1.5,3.111469939577902,269,BGS25,3.4789905957034675
1000,4,gaussian,1.5,3.111469939577902,269,BGN11,3.30525628042063
1000,4,gaussian,1.5,3.111469939577902,270,Algorithm 1,3.1451922871720424
1000,4,gaussian,1.5,3.111469939577902,270,BGS25,3.460014582375906
1000,4,gaussian,1.5,3.111469939577902,270,BGN11,3.290109412378232
1000,4,gaussian,1.5,3.111469939577902,271,Algorithm 1,3.007378925469703
1000,4,gaussian,1.5,3.111469939577902,271,BGS25,3.3478881349545246
1000,4,gaussian,1.5,3.111469939577902,271,BGN11,3.1719809635252445
1000,4,gaussian,1.5,3.111469939577902,272,Algorithm 1,3.0616129024795415
1000,4,gaussian,1.5,3.111469939577902,272,BGS25,3.5090533314680608
1000,4,gaussian,1.5,3.111469939577902,272,BGN11,3.3500788691826306
1000,4,gaussian,1.5,3.111469939577902,273,Algorithm 1,3.2606887642047053
1000,4,gaussian,1.5,3.111469939577902,273,BGS25,3.605285628183549
1000,4,gaussian,1.5,3.111469939577902,273,BGN11,3.454327728468778
1000,4,gaussian,1.5,3.111469939577902,274,Algorithm 1,3.034562209784125
1000,4,gaussian,1.5,3.111469939577902,274,BGS25,3.4015559469232786
1000,4,gaussian,1.5,3.111469939577902,274,BGN11,3.2286626954716104
1000,4,gaussian,1.5,3.111469939577902,275,Algorithm 1,3.0816941678887577
1000,4,gaussian,1.5,3.111469939577902,275,BGS25,3.447310664432132
1000,4,gaussian,1.5,3.111469939577902,275,BGN11,3.2801434348867247
1000,4,gaussian,1.5,3.111469939577902,276,Algorithm 1,3.035653696010917
1000,4,gaussian,1.5,3.111469939577902,276,BGS25,3.446321875194288
1000,4,gaussian,1.5,3.111469939577902,276,BGN11,3.2732169841433643
1000,4,gaussian,1.5,3.111469939577902,277,Algorithm 1,3.2999274289557796
1000,4,gaussian,1.5,3.111469939577902,277,BGS25,3.5342989927007804
1000,4,gaussian,1.5,3.111469939577902,277,BGN11,3.3760697735422505
1000,4,gaussian,1.5,3.111469939577902,278,Algorithm 1,3.024028156357662
1000,4,gaussian,1.5,3.111469939577902,278,BGS25,3.499904790492465
1000,4,gaussian,1.5,3.111469939577902,278,BGN11,3.332293164790853
1000,4,gaussian,1.5,3.111469939577902,279,Algorithm 1,3.137420587606506
1000,4,gaussian,1.5,3.111469939577902,279,BGS25,3.4739859277468588
1000,4,gaussian,1.5,3.111469939577902,279,BGN11,3.3071878655662466
1000,4,gaussian,1.5,3.111469939577902,280,Algorithm 1,3.118422477631924
1000,4,gaussian,1.5,3.111469939577902,280,BGS25,3.4729540942093293
1000,4,gaussian,1.5,3.111469939577902,280,BGN11,3.3040121089944208
1000,4,gaussian,1.5,3.111469939577902,281,Algorithm 1,3.0371399093393134
1000,4,gaussian,1.5,3.111469939577902,281,BGS25,3.3935735302915417
1000,4,gaussian,1.5,3.111469939577902,281,BGN11,3.212310039642531
1000,4,gaussian,1.5,3.111469939577902,282,Algorithm 1,3.119255284444025
1000,4,gaussian,1.5,3.111469939577902,282,BGS25,3.4974550921851866
1000,4,gaussian,1.5,3.111469939577902,282,BGN11,3.3358493192112775
1000,4,gaussian,1.5,3.111469939577902,283,Algorithm 1,3.0477368287975026
1000,4,gaussian,1.5,3.111469939577902,283,BGS25,3.421418563606438
1000,4,gaussian,1.5,3.111469939577902,283,BGN11,3.245118966364289
1000,4,gaussian,1.5,3.111469939577902,284,Algorithm 1,3.2886381358001664
1000,4,gaussian,1.5,3.111469939577902,284,BGS25,3.5669897329430755
1000,4,gaussian,1.5,3.111469939577902,284,BGN11,3.4121167799400984
1000,4,gaussian,1.5,3.111469939577902,285,Algorithm 1,3.0947004287526223
1000,4,gaussian,1.5,3.111469939577902,285,BGS25,3.4163570382436426
1000,4,gaussian,1.5,3.111469939577902,285,BGN11,3.244736184054906
1000,4,gaussian,1.5,3.111469939577902,286,Algorithm 1,3.1990455074676682
1000,4,gaussian,1.5,3.111469939577902,286,BGS25,3.562076871032141
1000,4,gaussian,1.5,3.111469939577902,286,BGN11,3.40201055793382
1000,4,gaussian,1.5,3.111469939577902,287,Algorithm 1,3.072134512184889
1000,4,gaussian,1.5,3.111469939577902,287,BGS25,3.4232788875234146
1000,4,gaussian,1.5,3.111469939577902,287,BGN11,3.2480348437598034
1000,4,gaussian,1.5,3.111469939577902,288,Algorithm 1,3.1631092652940223
1000,4,gaussian,1.5,3.111469939577902,288,BGS25,3.499540550553238
1000,4,gaussian,1.5,3.111469939577902,288,BGN11,3.33614406813304
1000,4,gaussian,1.5,3.111469939577902,289,Algorithm 1,3.2208960985547113
1000,4,gaussian,1.5,3.111469939577902,289,BGS25,3.5480926781119884
1000,4,gaussian,1.5,3.111469939577902,289,BGN11,3.3908741376251896
1000,4,gaussian,1.5,3.111469939577902,290,Algorithm 1,3.004199063269957
1000,4,gaussian,1.5,3.111469939577902,290,BGS25,3.459787169121495
1000,4,gaussian,1.5,3.111469939577902,290,BGN11,3.2925006908616696
1000,4,gaussian,1.5,3.111469939577902,291,Algorithm 1,3.1000166905139137
1000,4,gaussian,1.5,3.111469939577902,291,BGS25,3.559740243993893
1000,4,gaussian,1.5,3.111469939577902,291,BGN11,3.3980352147550974
1000,4,gaussian,1.5,3.111469939577902,292,Algorithm 1,3.059772913694947
1000,4,gaussian,1.5,3.111469939577902,292,BGS25,3.433546716477898
1000,4,gaussian,1.5,3.111469939577902,292,BGN11,3.266054463323257
1000,4,gaussian,1.5,3.111469939577902,293,Algorithm 1,3.258074772635461
1000,4,gaussian,1.5,3.111469939577902,293,BGS25,3.5196892604909022
1000,4,gaussian,1.5,3.111469939577902,293,BGN11,3.3544658794316358
1000,4,gaussian,1.5,3.111469939577902,294,Algorithm 1,3.176619941431826
1000,4,gaussian,1.5,3.111469939577902,294,BGS25,3.481904183501539
1000,4,gaussian,1.5,3.111469939577902,294,BGN11,3.319195410209866
1000,4,gaussian,1.5,3.111469939577902,295,Algorithm 1,3.1308570659179167
1000,4,gaussian,1.5,3.111469939577902,295,BGS25,3.5123270877884436
1000,4,gaussian,1.5,3.111469939577902,295,BGN11,3.3494343520069507
1000,4,gaussian,1.5,3.111469939577902,296,Algorithm 1,2.9177227072043785
1000,4,gaussian,1.5,3.111469939577902,296,BGS25,3.385152839375851
1000,4,gaussian,1.5,3.111469939577902,296,BGN11,3.2096742340180704
1000,4,gaussian,1.5,3.111469939577902,297,Algorithm 1,3.027863218358081
1000,4,gaussian,1.5,3.111469939577902,297,BGS25,3.4319524098866094
1000,4,gaussian,1.5,3.111469939577902,297,BGN11,3.27121830112335
1000,4,gaussian,1.5,3.111469939577902,298,Algorithm 1,3.011726552071738
1000,4,gaussian,1.5,3.111469939577902,298,BGS25,3.434616887822262
1000,4,gaussian,1.5,3.111469939577902,298,BGN11,3.262410010175306
1000,4,gaussian,1.5,3.111469939577902,299,Algorithm 1,3.0634307772030613
1000,4,gaussian,1.5,3.111469939577902,299,BGS25,3.4873325786575013
1000,4,gaussian,1.5,3.111469939577902,299,BGN11,3.319907986891399
1000,4,gaussian,1.5,3.111469939577902,300,Algorithm 1,3.065944676572367
1000,4,gaussian,1.5,3.111469939577902,300,BGS25,3.4103280535910163
1000,4,gaussian,1.5,3.111469939577902,300,BGN11,3.2441366426676415
1000,4,gaussian,1.5,3.111469939577902,301,Algorithm 1,3.211225522469649
1000,4,gaussian,1.5,3.111469939577902,301,BGS25,3.5174434945937
1000,4,gaussian,1.5,3.111469939577902,301,BGN11,3.3520084107988173
1000,4,gaussian,1.5,3.111469939577902,302,Algorithm 1,3.019424904607548
1000,4,gaussian,1.5,3.111469939577902,302,BGS25,3.43623613971173
1000,4,gaussian,1.5,3.111469939577902,302,BGN11,3.2627929521181582
1000,4,gaussian,1.5,3.111469939577902,303,Algorithm 1,2.9214946070317263
1000,4,gaussian,1.5,3.111469939577902,303,BGS25,3.3395554471216995
1000,4,gaussian,1.5,3.111469939577902,303,BGN11,3.1580306595217102
1000,4,gaussian,1.5,3.111469939577902,304,Algorithm 1,3.2147432829707645
1000,4,gaussian,1.5,3.111469939577902,304,BGS25,3.4824869140984136
1000,4,gaussian,1.5,3.111469939577902,304,BGN11,3.321023306778019
1000,4,gaussian,1.5,3.111469939577902,305,Algorithm 1,3.0504216341312347
