n,p,kappa,law,gamma,strength,replication,method,estimate
1000,600,4,gaussian,1.5,2.7384412125023427,325,Algorithm 3,2.7863632776354894
1000,600,4,gaussian,1.5,2.7384412125023427,325,SN13,2.981823689561964
1000,600,4,gaussian,1.5,2.7384412125023427,325,OptShrink,2.950930428363053
1000,600,4,gaussian,1.5,2.7384412125023427,326,Algorithm 3,2.6100524638508737
1000,600,4,gaussian,1.5,2.7384412125023427,326,SN13,2.8616047350884437
1000,600,4,gaussian,1.5,2.7384412125023427,326,OptShrink,2.8253116515189576
1000,600,4,gaussian,1.5,2.7384412125023427,327,Algorithm 3,2.656777306936457
1000,600,4,gaussian,1.5,2.7384412125023427,327,SN13,2.8867931307848176
1000,600,4,gaussian,1.5,2.7384412125023427,327,OptShrink,2.8514137391323926
1000,600,4,gaussian,1.5,2.7384412125023427,328,Algorithm 3,2.805662298182653
1000,600,4,gaussian,1.5,2.7384412125023427,328,SN13,2.9285035664981485
1000,600,4,gaussian,1.5,2.7384412125023427,328,OptShrink,2.8944312420614904
1000,600,4,gaussian,1.5,2.7384412125023427,329,Algorithm 3,2.7280702692484513
1000,600,4,gaussian,1.5,2.7384412125023427,329,SN13,2.9330388872624784
1000,600,4,gaussian,1.5,2.7384412125023427,329,OptShrink,2.9004790358857333
1000,600,4,gaussian,1.5,2.7384412125023427,330,Algorithm 3,2.6458950627571327
1000,600,4,gaussian,1.5,2.7384412125023427,330,SN13,2.841476772978219
1000,600,4,gaussian,1.5,2.7384412125023427,330,OptShrink,2.8033787946100155
1000,600,4,gaussian,1.5,2.7384412125023427,331,Algorithm 3,2.8220000217918444
1000,600,4,gaussian,1.5,2.7384412125023427,331,SN13,2.9953843972064282
1000,600,4,gaussian,1.5,2.7384412125023427,331,OptShrink,2.965692850084602
1000,600,4,gaussian,1.5,2.7384412125023427,332,Algorithm 3,2.725452625460512
1000,600,4,gaussian,1.5,2.7384412125023427,332,SN13,2.936922894454056
1000,600,4,gaussian,1.5,2.7384412125023427,332,OptShrink,2.904144036887456
1000,600,4,gaussian,1.5,2.7384412125023427,333,Algorithm 3,2.715205041115672
1000,600,4,gaussian,1.5,2.7384412125023427,333,SN13,2.9118927881375996
1000,600,4,gaussian,1.5,2.7384412125023427,333,OptShrink,2.8769923549211187
1000,600,4,gaussian,1.5,2.7384412125023427,334,Algorithm 3,2.676397277024416
1000,600,4,gaussian,1.5,2.7384412125023427,334,SN13,2.8912387040288996
1000,600,4,gaussian,1.5,2.7384412125023427,334,OptShrink,2.855410557254488
1000,600,4,gaussian,1.5,2.7384412125023427,335,Algorithm 3,2.7625588123190403
1000,600,4,gaussian,1.5,2.7384412125023427,335,SN13,2.9085209752954415
1000,600,4,gaussian,1.5,2.7384412125023427,335,OptShrink,2.874779061659887
1000,600,4,gaussian,1.5,2.7384412125023427,336,Algorithm 3,2.741094271814721
1000,600,4,gaussian,1.5,2.7384412125023427,336,SN13,2.9518830784324903
1000,600,4,gaussian,1.5,2.7384412125023427,336,OptShrink,2.9205569967548444
1000,600,4,gaussian,1.5,2.7384412125023427,337,Algorithm 3,2.672626395797876
1000,600,4,gaussian,1.5,2.7384412125023427,337,SN13,2.859568095384986
1000,600,4,gaussian,1.5,2.7384412125023427,337,OptShrink,2.8223031654466726
1000,600,4,gaussian,1.5,2.7384412125023427,338,Algorithm 3,2.801156364837301
1000,600,4,gaussian,1.5,2.7384412125023427,338,SN13,2.9481467730207758
1000,600,4,gaussian,1.5,2.7384412125023427,338,OptShrink,2.9155877325920803
1000,600,4,gaussian,1.5,2.7384412125023427,339,Algorithm 3,2.771598803434513
1000,600,4,gaussian,1.5,2.7384412125023427,339,SN13,3.0187805724064125
1000,600,4,gaussian,1.5,2.7384412125023427,339,OptShrink,2.990438416017032
1000,600,4,gaussian,1.5,2.7384412125023427,340,Algorithm 3,2.8238325329509313
1000,600,4,gaussian,1.5,2.7384412125023427,340,SN13,3.0214161776325885
1000,600,4,gaussian,1.5,2.7384412125023427,340,OptShrink,2.9932502118462474
1000,600,4,gaussian,1.5,2.7384412125023427,341,Algorithm 3,2.661337956199672
1000,600,4,gaussian,1.5,2.7384412125023427,341,SN13,2.865214311962944
1000,600,4,gaussian,1.5,2.7384412125023427,341,OptShrink,2.8297301180425416
1000,600,4,gaussian,1.5,2.7384412125023427,342,Algorithm 3,2.7868853348494755
1000,600,4,gaussian,1.5,2.7384412125023427,342,SN13,2.9154284548603626
1000,600,4,gaussian,1.5,2.7384412125023427,342,OptShrink,2.8814598386765664
1000,600,4,gaussian,1.5,2.7384412125023427,343,Algorithm 3,2.7655738908842458
1000,600,4,gaussian,1.5,2.7384412125023427,343,SN13,2.985185599027674
1000,600,4,gaussian,1.5,2.7384412125023427,343,OptShrink,2.9539661006133504
1000,600,4,gaussian,1.5,2.7384412125023427,344,Algorithm 3,2.6455596498461085
1000,600,4,gaussian,1.5,2.7384412125023427,344,SN13,2.9290134493651614
1000,600,4,gaussian,1.5,2.7384412125023427,344,OptShrink,2.895070867278014
1000,600,4,gaussian,1.5,2.7384412125023427,345,Algorithm 3,2.6967714240506213
1000,600,4,gaussian,1.5,2.7384412125023427,345,SN13,2.9230728350297315
1000,600,4,gaussian,1.5,2.7384412125023427,345,OptShrink,2.889683670736253
1000,600,4,gaussian,1.5,2.7384412125023427,346,Algorithm 3,2.732631137009655
1000,600,4,gaussian,1.5,2.7384412125023427,346,SN13,2.8811705885139496
1000,600,4,gaussian,1.5,2.7384412125023427,346,OptShrink,2.846429958689021
1000,600,4,gaussian,1.5,2.7384412125023427,347,Algorithm 3,2.8324340382250424
1000,600,4,gaussian,1.5,2.7384412125023427,347,SN13,3.005801603654459
1000,600,4,gaussian,1.5,2.7384412125023427,347,OptShrink,2.9760536310034365
1000,600,4,gaussian,1.5,2.7384412125023427,348,Algorithm 3,2.667235281707718
1000,600,4,gaussian,1.5,2.7384412125023427,348,SN13,2.851036388557775
1000,600,4,gaussian,1.5,2.7384412125023427,348,OptShrink,2.812430587852124
1000,600,4,gaussian,1.5,2.7384412125023427,349,Algorithm 3,2.8745682262650125
1000,600,4,gaussian,1.5,2.7384412125023427,349,SN13,3.0465898738612918
1000,600,4,gaussian,1.5,2.7384412125023427,349,OptShrink,3.018905855244129
1000,600,4,gaussian,1.5,2.7384412125023427,350,Algorithm 3,2.8424721464964513
1000,600,4,gaussian,1.5,2.7384412125023427,350,SN13,3.069045032882676
1000,600,4,gaussian,1.5,2.7384412125023427,350,OptShrink,3.0408766900774733
1000,600,4,gaussian,1.5,2.7384412125023427,351,Algorithm 3,2.6619591917958103
1000,600,4,gaussian,1.5,2.7384412125023427,351,SN13,2.889911346304786
1000,600,4,gaussian,1.5,2.7384412125023427,351,OptShrink,2.853604130249894
1000,600,4,gaussian,1.5,2.7384412125023427,352,Algorithm 3,2.688039999492784
1000,600,4,gaussian,1.5,2.7384412125023427,352,SN13,2.878100240143614
1000,600,4,gaussian,1.5,2.7384412125023427,352,OptShrink,2.8427006834271404
1000,600,4,gaussian,1.5,2.7384412125023427,353,Algorithm 3,2.7592053950189612
1000,600,4,gaussian,1.5,2.7384412125023427,353,SN13,2.9302190868156006
1000,600,4,gaussian,1.5,2.7384412125023427,353,OptShrink,2.8966864434104207
1000,600,4,gaussian,1.5,2.7384412125023427,354,Algorithm 3,2.729366138002632
1000,600,4,gaussian,1.5,2.7384412125023427,354,SN13,2.9126308472582365
1000,600,4,gaussian,1.5,2.7384412125023427,354,OptShrink,2.879287172380613
1000,600,4,gaussian,1.5,2.7384412125023427,355,Algorithm 3,2.6945481811318577
1000,600,4,gaussian,1.5,2.7384412125023427,355,SN13,2.935629074456534
1000,600,4,gaussian,1.5,2.7384412125023427,355,OptShrink,2.902852408674121
1000,600,4,gaussian,1.5,2.7384412125023427,356,Algorithm 3,2.6851686500501213
1000,600,4,gaussian,1.5,2.7384412125023427,356,SN13,2.9357010922359903
1000,600,4,gaussian,1.5,2.7384412125023427,356,OptShrink,2.9032643531584963
1000,600,4,gaussian,1.5,2.7384412125023427,357,Algorithm 3,2.8094686661256905
1000,600,4,gaussian,1.5,2.7384412125023427,357,SN13,3.0226067994735026
1000,600,4,gaussian,1.5,2.7384412125023427,357,OptShrink,2.9950180351808453
1000,600,4,gaussian,1.5,2.7384412125023427,358,Algorithm 3,2.643137487647653
1000,600,4,gaussian,1.5,2.7384412125023427,358,SN13,2.838988985689701
1000,600,4,gaussian,1.5,2.7384412125023427,358,OptShrink,2.8000664354742617
1000,600,4,gaussian,1.5,2.7384412125023427,359,Algorithm 3,2.7772930097990542
1000,600,4,gaussian,1.5,2.7384412125023427,359,SN13,2.944985079304659
1000,600,4,gaussian,1.5,2.7384412125023427,359,OptShrink,2.9111502449826325
1000,600,4,gaussian,1.5,2.7384412125023427,360,Algorithm 3,2.7230867218871113
1000,600,4,gaussian,1.5,2.7384412125023427,360,SN13,2.8959710926157274
1000,600,4,gaussian,1.5,2.7384412125023427,360,OptShrink,2.861240512743189
1000,600,4,gaussian,1.5,2.7384412125023427,361,Algorithm 3,2.8143553201553995
1000,600,4,gaussian,1.5,2.7384412125023427,361,SN13,2.9714807987513048
1000,600,4,gaussian,1.5,2.7384412125023427,361,OptShrink,2.941053742909648
1000,600,4,gaussian,1.5,2.7384412125023427,362,Algorithm 3,2.75782056893646
1000,600,4,gaussian,1.5,2.7384412125023427,362,SN13,2.977720716756683
1000,600,4,gaussian,1.5,2.7384412125023427,362,OptShrink,2.9464122008359257
1000,600,4,gaussian,1.5,2.7384412125023427,363,Algorithm 3,2.881221478635505
1000,600,4,gaussian,1.5,2.7384412125023427,363,SN13,3.020262679900019
1000,600,4,gaussian,1.5,2.7384412125023427,363,OptShrink,2.9915390368010497
1000,600,4,gaussian,1.5,2.7384412125023427,364,Algorithm 3,2.7193157801206462
1000,600,4,gaussian,1.5,2.7384412125023427,364,SN13,2.963300128968062
1000,600,4,gaussian,1.5,2.7384412125023427,364,OptShrink,2.931713120678207
1000,600,4,gaussian,1.5,2.7384412125023427,365,Algorithm 3,2.6043640869784204
1000,600,4,gaussian,1.5,2.7384412125023427,365,SN13,2.827490116066806
1000,600,4,gaussian,1.5,2.7384412125023427,365,OptShrink,2.789006463913333
1000,600,4,gaussian,1.5,2.7384412125023427,366,Algorithm 3,2.678402993219998
1000,600,4,gaussian,1.5,2.7384412125023427,366,SN13,2.9413563277658885
1000,600,4,gaussian,1.5,2.7384412125023427,366,OptShrink,2.9083912543856028
1000,600,4,gaussian,1.5,2.7384412125023427,367,Algorithm 3,2.736622399683637
1000,600,4,gaussian,1.5,2.7384412125023427,367,SN13,2.941264510713426
1000,600,4,gaussian,1.5,2.7384412125023427,367,OptShrink,2.90830878582945
1000,600,4,gaussian,1.5,2.7384412125023427,368,Algorithm 3,2.816866817450894
1000,600,4,gaussian,1.5,2.7384412125023427,368,SN13,2.967252043910363
1000,600,4,gaussian,1.5,2.7384412125023427,368,OptShrink,2.9362781715273147
1000,600,4,gaussian,1.5,2.7384412125023427,369,Algorithm 3,2.7380660874280975
1000,600,4,gaussian,1.5,2.7384412125023427,369,SN13,2.9124272922896015
1000,600,4,gaussian,1.5,2.7384412125023427,369,OptShrink,2.8781254985030458
1000,600,4,gaussian,1.5,2.7384412125023427,370,Algorithm 3,2.733170506602948
1000,600,4,gaussian,1.5,2.7384412125023427,370,SN13,2.949280925197429
1000,600,4,gaussian,1.5,2.7384412125023427,370,OptShrink,2.9180424099162154
1000,600,4,gaussian,1.5,2.7384412125023427,371,Algorithm 3,2.65471170844285
1000,600,4,gaussian,1.5,2.7384412125023427,371,SN13,2.8482645230305375
1000,600,4,gaussian,1.5,2.7384412125023427,371,OptShrink,2.8107933452800937
1000,600,4,gaussian,1.5,2.7384412125023427,372,Algorithm 3,2.779196914380776
1000,600,4,gaussian,1.5,2.7384412125023427,372,SN13,2.978653921392479
1000,600,4,gaussian,1.5,2.7384412125023427,372,OptShrink,2.9472888102903614
1000,600,4,gaussian,1.5,2.7384412125023427,373,Algorithm 3,2.871060423167381
1000,600,4,gaussian,1.5,2.7384412125023427,373,SN13,3.0270427865434937
1000,600,4,gaussian,1.5,2.7384412125023427,373,OptShrink,2.99712964084254
1000,600,4,gaussian,1.5,2.7384412125023427,374,Algorithm 3,2.7131289216429875
1000,600,4,gaussian,1.5,2.7384412125023427,374,SN13,2.9385711352614496
1000,600,4,gaussian,1.5,2.7384412125023427,374,OptShrink,2.905350136730823
1000,600,4,gaussian,1.5,2.7384412125023427,375,Algorithm 3,2.7588493465699298
1000,600,4,gaussian,1.5,2.7384412125023427,375,SN13,2.922378587459724
1000,600,4,gaussian,1.5,2.7384412125023427,375,OptShrink,2.888867783815223
1000,600,4,gaussian,1.5,2.7384412125023427,376,Algorithm 3,2.770312515059177
1000,600,4,gaussian,1.5,2.7384412125023427,376,SN13,2.9641424960453513
1000,600,4,gaussian,1.5,2.7384412125023427,376,OptShrink,2.932224497410371
1000,600,4,gaussian,1.5,2.7384412125023427,377,Algorithm 3,2.867200807149746
1000,600,4,gaussian,1.5,2.7384412125023427,377,SN13,2.9866592921078925
1000,600,4,gaussian,1.5,2.7384412125023427,377,OptShrink,2.9563386471704405
1000,600,4,gaussian,1.5,2.7384412125023427,378,Algorithm 3,2.6058428643647487
1000,600,4,gaussian,1.5,2.7384412125023427,378,SN13,2.9019179317340864
1000,600,4,gaussian,1.5,2.7384412125023427,378,OptShrink,2.8680056858560348
1000,600,4,gaussian,1.5,2.7384412125023427,379,Algorithm 3,2.6645598178450527
1000,600,4,gaussian,1.5,2.7384412125023427,379,SN13,2.929947945089518
1000,600,4,gaussian,1.5,2.7384412125023427,379,OptShrink,2.8966827298906987
1000,600,4,gaussian,1.5,2.7384412125023427,380,Algorithm 3,2.837851810988399
1000,600,4,gaussian,1.5,2.7384412125023427,380,SN13,3.0195625776137516
1000,600,4,gaussian,1.5,2.7384412125023427,380,OptShrink,2.9908023864851985
1000,600,4,gaussian,1.5,2.7384412125023427,381,Algorithm 3,2.826189933515969
1000,600,4,gaussian,1.5,2.7384412125023427,381,SN13,2.9981556675771874
1000,600,4,gaussian,1.5,2.7384412125023427,381,OptShrink,2.968479762655618
1000,600,4,gaussian,1.5,2.7384412125023427,382,Algorithm 3,2.6902997750197883
1000,600,4,gaussian,1.5,2.7384412125023427,382,SN13,2.892983586054074
1000,600,4,gaussian,1.5,2.7384412125023427,382,OptShrink,2.8582210880043255
1000,600,4,gaussian,1.5,2.7384412125023427,383,Algorithm 3,2.7543895760114174
1000,600,4,gaussian,1.5,2.7384412125023427,383,SN13,2.9842995928708995
1000,600,4,gaussian,1.5,2.7384412125023427,383,OptShrink,2.953393845887104
1000,600,4,gaussian,1.5,2.7384412125023427,384,Algorithm 3,2.8600390710046137
1000,600,4,gaussian,1.5,2.7384412125023427,384,SN13,2.941279109017186
1000,600,4,gaussian,1.5,2.7384412125023427,384,OptShrink,2.9086340793095777
1000,600,4,gaussian,1.5,2.7384412125023427,385,Algorithm 3,2.8202033720327706
1000,600,4,gaussian,1.5,2.7384412125023427,385,SN13,2.9849279337174837
1000,600,4,gaussian,1.5,2.7384412125023427,385,OptShrink,2.955431427463471
1000,600,4,gaussian,1.5,2.7384412125023427,386,Algorithm 3,2.636863074681912
1000,600,4,gaussian,1.5,2.7384412125023427,386,SN13,2.9451583307100067
1000,600,4,gaussian,1.5,2.7384412125023427,386,OptShrink,2.911631512629009
1000,600,4,gaussian,1.5,2.7384412125023427,387,Algorithm 3,2.7692022657609465
1000,600,4,gaussian,1.5,2.7384412125023427,387,SN13,2.953361552082218
1000,600,4,gaussian,1.5,2.7384412125023427,387,OptShrink,2.9230948806730574
1000,600,4,gaussian,1.5,2.7384412125023427,388,Algorithm 3,2.6137029484598306
1000,600,4,gaussian,1.5,2.7384412125023427,388,SN13,2.8526295639889914
1000,600,4,gaussian,1.5,2.7384412125023427,388,OptShrink,2.8150849191889207
1000,600,4,gaussian,1.5,2.7384412125023427,389,Algorithm 3,2.778177960090993
1000,600,4,gaussian,1.5,2.7384412125023427,389,SN13,2.937615623034225
1000,600,4,gaussian,1.5,2.7384412125023427,389,OptShrink,2.9057110162885813
1000,600,4,gaussian,1.5,2.7384412125023427,390,Algorithm 3,2.8194772201895377
1000,600,4,gaussian,1.5,2.7384412125023427,390,SN13,2.9586467308774385
1000,600,4,gaussian,1.5,2.7384412125023427,390,OptShrink,2.928622235677943
1000,600,4,gaussian,1.5,2.7384412125023427,391,Algorithm 3,2.6841047856725853
1000,600,4,gaussian,1.5,2.7384412125023427,391,SN13,2.870546943348657
1000,600,4,gaussian,1.5,2.7384412125023427,391,OptShrink,2.8336644850750186
1000,600,4,gaussian,1.5,2.7384412125023427,392,Algorithm 3,2.5621292093845387
1000,600,4,gaussian,1.5,2.7384412125023427,392,SN13,2.8437683536689935
1000,600,4,gaussian,1.5,2.7384412125023427,392,OptShrink,2.8055314795053667
1000,600,4,gaussian,1.5,2.7384412125023427,393,Algorithm 3,2.6803429918375703
1000,600,4,gaussian,1.5,2.7384412125023427,393,SN13,2.9099650030432214
1000,600,4,gaussian,1.5,2.7384412125023427,393,OptShrink,2.877153321590173
1000,600,4,gaussian,1.5,2.7384412125023427,394,Algorithm 3,2.7326516496865163
1000,600,4,gaussian,1.5,2.7384412125023427,394,SN13,2.867844084185721
1000,600,4,gaussian,1.5,2.7384412125023427,394,OptShrink,2.8310229096568826
1000,600,4,gaussian,1.5,2.7384412125023427,395,Algorithm 3,2.7006162852313365
1000,600,4,gaussian,1.5,2.7384412125023427,395,SN13,2.997226419327978
1000,600,4,gaussian,1.5,2.7384412125023427,395,OptShrink,2.96796153123084
1000,600,4,gaussian,1.5,2.7384412125023427,396,Algorithm 3,2.7976791930383693
1000,600,4,gaussian,1.5,2.7384412125023427,396,SN13,2.9530015930465923
1000,600,4,gaussian,1.5,2.7384412125023427,396,OptShrink,2.9218110801222643
1000,600,4,gaussian,1.5,2.7384412125023427,397,Algorithm 3,2.758259511612155
1000,600,4,gaussian,1.5,2.7384412125023427,397,SN13,2.8873641744785727
1000,600,4,gaussian,1.5,2.7384412125023427,397,OptShrink,2.85069275971396
1000,600,4,gaussian,1.5,2.7384412125023427,398,Algorithm 3,2.8835730807385285
1000,600,4,gaussian,1.5,2.7384412125023427,398,SN13,3.0239927364499297
1000,600,4,gaussian,1.5,2.7384412125023427,398,OptShrink,2.9962888587639642
1000,600,4,gaussian,1.5,2.7384412125023427,399,Algorithm 3,2.8031366931033466
1000,600,4,gaussian,1.5,2.7384412125023427,399,SN13,2.9770052647986214
1000,600,4,gaussian,1.5,2.7384412125023427,399,OptShrink,2.946833283613634
1000,600,4,gaussian,1.5,2.7384412125023427,400,Algorithm 3,2.656569474936042
1000,600,4,gaussian,1.5,2.7384412125023427,400,SN13,2.860968691224834
1000,600,4,gaussian,1.5,2.7384412125023427,400,OptShrink,2.825252275473294
1000,600,4,gaussian,1.5,2.7384412125023427,401,Algorithm 3,2.74112905751782
1000,600,4,gaussian,1.5,2.7384412125023427,401,SN13,2.9526483300009985
1000,600,4,gaussian,1.5,2.7384412125023427,401,OptShrink,2.9208580669526683
1000,600,4,gaussian,1.5,2.7384412125023427,402,Algorithm 3,2.6258535230153393
1000,600,4,gaussian,1.5,2.7384412125023427,402,SN13,2.875205080550587
1000,600,4,gaussian,1.5,2.7384412125023427,402,OptShrink,2.838756108709094
1000,600,4,gaussian,1.5,2.7384412125023427,403,Algorithm 3,2.758443940590781
1000,600,4,gaussian,1.5,2.7384412125023427,403,SN13,2.9018717515842645
1000,600,4,gaussian,1.5,2.7384412125023427,403,OptShrink,2.8675262446503647
1000,600,4,gaussian,1.5,2.7384412125023427,404,Algorithm 3,2.6539435250935064
1000,600,4,gaussian,1.5,2.7384412125023427,404,SN13,2.8460763294258324
1000,600,4,gaussian,1.5,2.7384412125023427,404,OptShrink,2.8097193834711067
1000,600,4,gaussian,1.5,2.7384412125023427,405,Algorithm 3,2.6868269957746955
1000,600,4,gaussian,1.5,2.7384412125023427,405,SN13,2.8671282639813764
1000,600,4,gaussian,1.5,2.7384412125023427,405,OptShrink,2.8311069806332574
1000,600,4,gaussian,1.5,2.7384412125023427,406,Algorithm 3,2.7872800612992386
1000,600,4,gaussian,1.5,2.7384412125023427,406,SN13,3.0084277988313275
1000,600,4,gaussian,1.5,2.7384412125023427,406,OptShrink,2.9788325086650054
1000,600,4,gaussian,1.5,2.7384412125023427,407,Algorithm 3,2.731377935662645
1000,600,4,gaussian,1.5,2.7384412125023427,407,SN13,2.932558275383422
1000,600,4,gaussian,1.5,2.7384412125023427,407,OptShrink,2.899715126864565
1000,600,4,gaussian,1.5,2.7384412125023427,408,Algorithm 3,2.7441018236632155
1000,600,4,gaussian,1.5,2.7384412125023427,408,SN13,2.9691221891444943
1000,600,4,gaussian,1.5,2.7384412125023427,408,OptShrink,2.937947469571168
1000,600,4,gaussian,1.5,2.7384412125023427,409,Algorithm 3,2.8818675146675647
1000,600,4,gaussian,1.5,2.7384412125023427,409,SN13,3.000543189811066
1000,600,4,gaussian,1.5,2.7384412125023427,409,OptShrink,2.9697936761693593
1000,600,4,gaussian,1.5,2.7384412125023427,410,Algorithm 3,2.637536653010203
1000,600,4,gaussian,1.5,2.7384412125023427,410,SN13,2.869782022431836
1000,600,4,gaussian,1.5,2.7384412125023427,410,OptShrink,2.83443618787714
1000,600,4,gaussian,1.5,2.7384412125023427,411,Algorithm 3,2.782118608464056
1000,600,4,gaussian,1.5,2.7384412125023427,411,SN13,2.972602971525649
1000,600,4,gaussian,1.5,2.7384412125023427,411,OptShrink,2.9407939761210993
1000,600,4,gaussian,1.5,2.7384412125023427,412,Algorithm 3,2.6994602594434074
1000,600,4,gaussian,1.5,2.7384412125023427,412,SN13,2.9717219885894486
1000,600,4,gaussian,1.5,2.7384412125023427,412,OptShrink,2.9406225118115668
1000,600,4,gaussian,1.5,2.7384412125023427,413,Algorithm 3,2.7784820901889127
1000,600,4,gaussian,1.5,2.7384412125023427,413,SN13,2.9368268831842883
1000,600,4,gaussian,1.5,2.7384412125023427,413,OptShrink,2.905571725239769
1000,600,4,gaussian,1.5,2.7384412125023427,414,Algorithm 3,2.6831462990080537
1000,600,4,gaussian,1.5,2.7384412125023427,414,SN13,2.9318420995476937
1000,600,4,gaussian,1.5,2.7384412125023427,414,OptShrink,2.8990314315492656
1000,600,4,gaussian,1.5,2.7384412125023427,415,Algorithm 3,2.7642968786142843
1000,600,4,gaussian,1.5,2.7384412125023427,415,SN13,2.8858752904246328
1000,600,4,gaussian,1.5,2.7384412125023427,415,OptShrink,2.84908911126513
1000,600,4,gaussian,1.5,2.7384412125023427,416,Algorithm 3,2.660254081083223
1000,600,4,gaussian,1.5,2.7384412125023427,416,SN13,2.9154777185502723
1000,600,4,gaussian,1.5,2.7384412125023427,416,OptShrink,2.8813367894220026
1000,600,4,gaussian,1.5,2.7384412125023427,417,Algorithm 3,2.7238838365958866
1000,600,4,gaussian,1.5,2.7384412125023427,417,SN13,2.9488747571830976
1000,600,4,gaussian,1.5,2.7384412125023427,417,OptShrink,2.916374137434477
1000,600,4,gaussian,1.5,2.7384412125023427,418,Algorithm 3,2.646778331900523
1000,600,4,gaussian,1.5,2.7384412125023427,418,SN13,2.9150043945527795
1000,600,4,gaussian,1.5,2.7384412125023427,418,OptShrink,2.881201271696398
1000,600,4,gaussian,1.5,2.7384412125023427,419,Algorithm 3,2.684250077279194
1000,600,4,gaussian,1.5,2.7384412125023427,419,SN13,2.84071792857876
1000,600,4,gaussian,1.5,2.7384412125023427,419,OptShrink,2.802664415381043
1000,600,4,gaussian,1.5,2.7384412125023427,420,Algorithm 3,2.769984391935464
1000,600,4,gaussian,1.5,2.7384412125023427,420,SN13,2.9589128629459993
1000,600,4,gaussian,1.5,2.7384412125023427,420,OptShrink,2.9271560476980976
1000,600,4,gaussian,1.5,2.7384412125023427,421,Algorithm 3,2.8102820255302716
1000,600,4,gaussian,1.5,2.7384412125023427,421,SN13,2.9918239556923507
1000,600,4,gaussian,1.5,2.7384412125023427,421,OptShrink,2.960772997895302
1000,600,4,gaussian,1.5,2.7384412125023427,422,Algorithm 3,2.654122646524948
1000,600,4,gaussian,1.5,2.7384412125023427,422,SN13,2.915334699292821
1000,600,4,gaussian,1.5,2.7384412125023427,422,OptShrink,2.8802869876346646
1000,600,4,gaussian,1.5,2.7384412125023427,423,Algorithm 3,2.7120742479861057
1000,600,4,gaussian,1.5,2.7384412125023427,423,SN13,2.8933502353062095
1000,600,4,gaussian,1.5,2.7384412125023427,423,OptShrink,2.8572978375414113
1000,600,4,gaussian,1.5,2.7384412125023427,424,Algorithm 3,2.723001899031617
1000,600,4,gaussian,1.5,2.7384412125023427,424,SN13,2.9116750780636926
1000,600,4,gaussian,1.5,2.7384412125023427,424,OptShrink,2.8778352316897347
1000,600,4,gaussian,1.5,2.7384412125023427,425,Algorithm 3,2.6506258260020616
1000,600,4,gaussian,1.5,2.7384412125023427,425,SN13,2.9044584018867328
1000,600,4,gaussian,1.5,2.7384412125023427,425,OptShrink,2.8695923241041412
1000,600,4,gaussian,1.5,2.7384412125023427,426,Algorithm 3,2.749041245852444
1000,600,4,gaussian,1.5,2.7384412125023427,426,SN13,2.981456932145116
1000,600,4,gaussian,1.5,2.7384412125023427,426,OptShrink,2.9487412414566223
1000,600,4,gaussian,1.5,2.7384412125023427,427,Algorithm 3,2.839654736728999
1000,600,4,gaussian,1.5,2.7384412125023427,427,SN13,2.9730598341118806
1000,600,4,gaussian,1.5,2.7384412125023427,427,OptShrink,2.9417728223474837
1000,600,4,gaussian,1.5,2.7384412125023427,428,Algorithm 3,2.5889023648742953
1000,600,4,gaussian,1.5,2.7384412125023427,428,SN13,2.8329472860341918
1000,600,4,gaussian,1.5,2.7384412125023427,428,OptShrink,2.7943261510666826
1000,600,4,gaussian,1.5,2.7384412125023427,429,Algorithm 3,2.6908704004802164
1000,600,4,gaussian,1.5,2.7384412125023427,429,SN13,2.8951994627883373
1000,600,4,gaussian,1.5,2.7384412125023427,429,OptShrink,2.860352358328957
1000,600,4,gaussian,1.5,2.7384412125023427,430,Algorithm 3,2.6760156518688056
1000,600,4,gaussian,1.5,2.7384412125023427,430,SN13,2.941241039245279
1000,600,4,gaussian,1.5,2.7384412125023427,430,OptShrink,2.907929814352412
1000,600,4,gaussian,1.5,2.7384412125023427,431,Algorithm 3,2.754221128758145
1000,600,4,gaussian,1.5,2.7384412125023427,431,SN13,2.94004358256756
1000,600,4,gaussian,1.5,2.7384412125023427,431,OptShrink,2.9078493743925287
1000,600,4,gaussian,1.5,2.7384412125023427,432,Algorithm 3,2.8848276249568685
1000,600,4,gaussian,1.5,2.7384412125023427,432,SN13,3.096548503359037
1000,600,4,gaussian,1.5,2.7384412125023427,432,OptShrink,3.070493396278759
1000,600,4,gaussian,1.5,2.7384412125023427,433,Algorithm 3,2.819861615610536
1000,600,4,gaussian,1.5,2.7384412125023427,433,SN13,2.991426651952304
1000,600,4,gaussian,1.5,2.7384412125023427,433,OptShrink,2.96171537336823
1000,600,4,gaussian,1.5,2.7384412125023427,434,Algorithm 3,2.6963727555902044
1000,600,4,gaussian,1.5,2.7384412125023427,434,SN13,2.912914749731103
1000,600,4,gaussian,1.5,2.7384412125023427,434,OptShrink,2.877213122733511
1000,600,4,gaussian,1.5,2.7384412125023427,435,Algorithm 3,2.6675209796640087
1000,600,4,gaussian,1.5,2.7384412125023427,435,SN13,2.9193903239054992
1000,600,4,gaussian,1.5,2.7384412125023427,435,OptShrink,2.8856540813725124
1000,600,4,gaussian,1.5,2.7384412125023427,436,Algorithm 3,2.779612619470316
1000,600,4,gaussian,1.5,2.7384412125023427,436,SN13,2.9061957790948982
1000,600,4,gaussian,1.5,2.7384412125023427,436,OptShrink,2.8719928418086127
